1,code units that are private should declare throwable of type packageIdentifier.typeName,Method <packageIdentifier.InvalidClass.doSomethingWrong()> does not declare throwable of type packageIdentifier.typeName in (InvalidClass.java:6),)> does not declare throwable of type packageIdentifier.typeName in (InvalidClass.java,MEDIUM
2,code units that are private should declare throwable of type packageIdentifier.typeName,Method <packageIdentifier.ValidClass.doSomething()> does not declare throwable of type packageIdentifier.typeName in (ValidClass.java:6),)> does not declare throwable of type packageIdentifier.typeName in (ValidClass.java,MEDIUM
