1,classes that are public should access classes that are public and should access classes that have name matching '.*Myclass.*',Constructor <packageIdentifier.InvalidPublicClass1.<init>()> calls constructor <java.lang.Object.<init>()> in (InvalidPublicClass1.java:3),)> calls constructor <java.lang.Object.<init>()> in (InvalidPublicClass1.java,MEDIUM
2,classes that are public should access classes that are public and should access classes that have name matching '.*Myclass.*',Constructor <packageIdentifier.InvalidPublicClass2.<init>()> calls constructor <java.lang.Object.<init>()> in (InvalidPublicClass2.java:4),)> calls constructor <java.lang.Object.<init>()> in (InvalidPublicClass2.java,MEDIUM
3,classes that are public should access classes that are public and should access classes that have name matching '.*Myclass.*',Constructor <packageIdentifier.PublicMyClass.<init>()> calls constructor <java.lang.Object.<init>()> in (PublicMyClass.java:4),)> calls constructor <java.lang.Object.<init>()> in (PublicMyClass.java,MEDIUM
4,classes that are public should access classes that are public and should access classes that have name matching '.*Myclass.*',Constructor <packageIdentifier.PublicOtherClass.<init>()> calls constructor <java.lang.Object.<init>()> in (PublicOtherClass.java:3),)> calls constructor <java.lang.Object.<init>()> in (PublicOtherClass.java,MEDIUM
5,classes that are public should access classes that are public and should access classes that have name matching '.*Myclass.*',Constructor <packageIdentifier.ValidPublicClass.<init>()> calls constructor <java.lang.Object.<init>()> in (ValidPublicClass.java:4),)> calls constructor <java.lang.Object.<init>()> in (ValidPublicClass.java,MEDIUM
