1,no classes that are public should depend on classes that are private,"Method <org.displaytag.decorator.DefaultDecoratorFactory.loadColumnDecorator(javax.servlet.jsp.PageContext, java.lang.String)> calls constructor <org.displaytag.decorator.DefaultDecoratorFactory$DeprecatedDecoratorWrapper.<init>(org.displaytag.decorator.ColumnDecorator)>",DefaultDecoratorFactory.java,MEDIUM
2,no classes that are public should depend on classes that are private,"Method <org.displaytag.export.DefaultPdfExportView.initItextWriter(com.lowagie.text.Document, java.io.OutputStream)> calls constructor <org.displaytag.export.DefaultPdfExportView$PageNumber.<init>(org.displaytag.export.DefaultPdfExportView$1)>",DefaultPdfExportView.java,MEDIUM
